Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Mother's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Grade_Improvement,Approval_Rate_1st_Sem,Approval_Rate_2nd_Sem,Approval_Rate_Improvement,Total_Units_Approved,Average_Grade,Units_Without_Eval,Grade_Consistency,Parental_Education_Avg,Financial_Support_Score,Age_X_PrevQual,Admission_X_1stSemGrade
1,17,2,9773,1,1,132.0,1,19,9,120.1,1,0,0,1,0,1,18,0,0,6,6,6,13.666666666666666,0,0,6,6,6,14.0,0,8.9,1.4,3.51,0.3333333333333339,1.0,1.0,0.0,12,13.833333333333332,0,0.3333333333333339,19.0,2,2376.0,1641.3666666666666
1,43,3,9147,1,1,127.0,21,3,3,117.9,1,0,0,1,0,0,22,1,0,5,8,1,10.0,0,0,5,8,2,13.0,0,7.6,2.6,0.32,3.0,0.2,0.4,0.2,3,11.5,0,3.0,20.0,1,2794.0,1179.0
1,1,4,9500,1,1,126.0,1,19,7,121.3,1,0,0,1,0,1,18,0,0,7,9,6,13.533333333333331,0,0,7,7,7,12.228571428571428,0,12.4,0.5,1.79,-1.3047619047619037,0.8571428571428571,1.0,0.1428571428571429,13,12.88095238095238,0,1.3047619047619037,19.0,2,2268.0,1641.593333333333
1,17,4,9773,1,1,134.0,1,1,3,120.4,1,0,0,1,0,1,18,0,0,6,6,6,12.333333333333334,0,0,6,6,6,13.5,0,16.2,0.3,-0.92,1.166666666666666,1.0,1.0,0.0,12,12.916666666666668,0,1.166666666666666,1.0,2,2412.0,1484.9333333333334
1,1,6,9500,1,1,120.0,41,1,9,114.8,1,0,0,1,0,0,21,1,0,7,11,4,13.25,0,0,7,9,5,13.82,0,11.1,0.6,2.02,0.5700000000000003,0.5714285714285714,0.7142857142857143,0.1428571428571429,9,13.535,0,0.5700000000000003,1.0,1,2520.0,1521.1
1,17,1,9147,1,1,137.0,1,1,5,131.4,1,0,0,1,1,0,22,0,0,5,8,2,10.0,0,0,5,7,1,10.0,0,7.6,2.6,0.32,0.0,0.4,0.2,-0.2,3,10.0,0,0.0,19.0,1,3014.0,1314.0
1,43,1,9991,0,1,120.0,1,37,9,107.0,0,0,0,0,1,0,47,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,0.0,0.0,0.0,0.0,0,0.0,0,0.0,28.0,0,5640.0,0.0
2,39,1,8014,0,19,133.1,1,37,4,112.5,0,0,0,1,0,0,32,0,0,6,8,5,13.8,0,0,6,7,6,12.166666666666666,0,9.4,-0.8,-3.12,-1.6333333333333346,0.8333333333333334,1.0,0.16666666666666663,11,12.983333333333334,0,1.6333333333333346,37.0,1,4259.2,1552.5
1,17,1,171,1,1,146.0,1,1,9,135.5,1,0,1,1,0,0,22,0,12,17,19,12,11.833333333333334,0,10,17,22,11,11.25,0,11.1,0.6,2.02,-0.5833333333333339,0.7058823529411765,0.6470588235294118,-0.05882352941176472,23,11.541666666666668,0,0.5833333333333339,19.5,0,3212.0,1603.4166666666667
1,1,1,9238,1,1,134.0,1,1,4,129.8,0,0,0,1,0,1,20,0,0,6,6,6,11.666666666666666,0,0,6,8,6,11.166666666666666,0,15.5,2.8,-4.06,-0.5,1.0,1.0,0.0,12,11.416666666666666,0,0.5,10.0,2,2680.0,1514.3333333333335
1,1,1,9670,1,1,133.1,1,38,5,105.0,1,0,0,1,0,0,20,0,0,6,9,6,13.285714285714286,0,0,6,8,5,13.8,0,15.5,2.8,-4.06,0.5142857142857142,1.0,0.8333333333333334,-0.16666666666666663,11,13.542857142857144,0,0.5142857142857142,38.0,1,2662.0,1395.0
1,44,1,9130,1,39,150.0,1,37,6,150.0,1,0,0,1,1,0,22,0,0,5,7,4,14.5,0,0,5,5,5,14.6,0,10.8,1.4,1.74,0.09999999999999964,0.8,1.0,0.19999999999999996,9,14.55,0,0.09999999999999964,37.0,1,3300.0,2175.0
1,39,1,9500,1,1,133.1,1,1,9,100.0,0,0,0,1,1,0,28,0,0,7,11,3,11.916666666666666,1,0,7,17,0,0.0,0,16.2,0.3,-0.92,-11.916666666666666,0.42857142857142855,0.0,-0.42857142857142855,3,5.958333333333333,1,11.916666666666666,19.0,1,3726.7999999999997,1191.6666666666665
1,1,3,9085,1,1,135.0,1,3,4,121.0,1,0,0,1,0,0,18,0,0,5,14,3,12.333333333333334,2,0,5,8,5,11.6,0,9.4,-0.8,-3.12,-0.7333333333333343,0.6,1.0,0.4,8,11.966666666666667,2,0.7333333333333343,2.5,1,2430.0,1492.3333333333335
1,1,1,9070,1,1,182.0,1,19,5,156.8,1,0,0,1,0,0,18,0,0,6,6,6,12.666666666666666,0,0,6,8,6,13.25,0,10.8,1.4,1.74,0.5833333333333339,1.0,1.0,0.0,12,12.958333333333332,0,0.5833333333333339,10.0,1,3276.0,1986.1333333333334
1,43,1,9147,1,1,131.0,1,19,9,129.7,1,0,0,1,0,0,19,0,0,5,5,5,12.6,0,0,5,6,4,12.4,0,16.2,0.3,-0.92,-0.1999999999999993,1.0,0.8,-0.19999999999999996,9,12.5,0,0.1999999999999993,28.5,1,2489.0,1634.2199999999998
1,17,5,9070,1,1,133.0,1,4,4,132.0,1,1,0,1,0,1,17,0,0,6,6,6,13.0,0,0,6,6,6,12.5,0,15.5,2.8,-4.06,-0.5,1.0,1.0,0.0,12,12.75,0,0.5,2.5,2,2261.0,1716.0
1,18,4,9853,1,1,118.0,1,19,9,111.4,1,0,1,0,0,0,20,0,0,7,9,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,0.0,0.0,0.0,0.0,0,0.0,0,0.0,28.0,-1,2360.0,0.0
1,1,1,9500,1,1,106.0,1,37,191,102.2,1,0,1,1,1,0,20,0,0,7,7,7,12.401428571428571,0,0,8,10,6,11.808333333333332,0,11.1,0.6,2.02,-0.5930952380952395,1.0,0.75,-0.25,13,12.104880952380952,0,0.5930952380952395,37.5,0,2120.0,1267.426
1,17,1,9670,1,1,140.0,1,1,4,133.4,0,0,0,1,1,0,24,0,0,6,6,4,11.25,0,0,6,9,4,10.428571428571429,0,10.8,1.4,1.74,-0.8214285714285712,0.6666666666666666,0.6666666666666666,0.0,8,10.839285714285715,0,0.8214285714285712,1.0,1,3360.0,1500.75
1,17,2,9670,1,1,123.0,1,34,0,114.6,1,0,1,0,0,0,18,0,0,5,8,3,12.0,0,0,5,6,4,10.75,0,7.6,2.6,0.32,-1.25,0.6,0.8,0.20000000000000007,7,11.375,0,1.25,35.5,-1,2214.0,1375.1999999999998
1,1,1,171,1,1,168.0,1,38,9,155.1,1,0,1,0,1,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,0.0,0.0,0.0,0.0,0,0.0,0,0.0,37.5,0,3024.0,0.0
1,7,1,9085,1,3,130.0,1,1,9,130.0,0,0,0,1,0,0,34,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,0.0,0.0,0.0,0.0,0,0.0,0,0.0,10.0,1,4420.0,0.0
1,15,1,9085,1,1,133.1,41,37,9,109.6,0,0,0,1,0,0,18,1,0,6,13,4,12.25,0,0,6,15,5,11.0,0,11.1,0.6,2.02,-1.25,0.6666666666666666,0.8333333333333334,0.16666666666666674,9,11.625,0,1.25,37.0,1,2395.7999999999997,1342.6
1,1,1,9147,1,1,129.0,1,37,4,121.0,1,0,0,1,0,0,18,0,0,5,8,2,10.5,0,0,5,7,3,12.333333333333334,0,7.6,2.6,0.32,1.833333333333334,0.4,0.6,0.19999999999999996,5,11.416666666666668,0,1.833333333333334,37.5,1,2322.0,1270.5
1,1,1,9070,1,1,130.0,41,37,9,125.5,1,0,0,1,0,1,19,1,0,6,6,6,14.166666666666666,0,0,6,6,6,13.5,0,11.1,0.6,2.02,-0.6666666666666661,1.0,1.0,0.0,12,13.833333333333332,0,0.6666666666666661,28.0,2,2470.0,1777.9166666666665
1,1,1,9773,1,1,150.0,1,19,9,143.0,0,0,0,1,0,0,18,0,0,6,6,5,13.0,0,0,6,6,6,13.666666666666666,0,12.7,3.7,-1.7,0.6666666666666661,0.8333333333333334,1.0,0.16666666666666663,11,13.333333333333332,0,0.6666666666666661,28.5,1,2700.0,1859.0
1,1,1,9085,1,1,123.0,1,19,9,124.1,1,0,0,1,0,1,20,0,0,5,13,5,14.0,2,0,5,10,3,12.0,1,9.4,-0.8,-3.12,-2.0,1.0,0.6,-0.4,8,13.0,3,2.0,28.0,2,2460.0,1737.3999999999999
1,1,2,9085,1,1,157.0,1,3,5,153.9,1,0,0,1,0,0,18,0,0,6,7,6,16.571428571428573,0,0,6,6,6,15.666666666666666,0,13.9,-0.3,0.79,-0.9047619047619069,1.0,1.0,0.0,12,16.11904761904762,0,0.9047619047619069,3.0,1,2826.0,2550.3428571428576
1,1,1,9670,1,1,116.0,1,3,3,110.1,1,0,0,1,1,0,19,0,0,6,9,5,13.333333333333334,0,0,6,6,5,13.0,0,12.4,0.5,1.79,-0.3333333333333339,0.8333333333333334,0.8333333333333334,0.0,10,13.166666666666668,0,0.3333333333333339,3.0,1,2204.0,1468.0
1,16,1,9070,1,1,145.0,1,1,3,146.1,1,0,0,1,0,0,18,0,0,6,6,1,15.0,0,0,6,7,4,12.5,0,9.4,-0.8,-3.12,-2.5,0.16666666666666666,0.6666666666666666,0.5,5,13.75,0,2.5,1.0,1,2610.0,2191.5
1,1,1,9130,1,1,132.0,1,19,9,130.4,1,0,0,1,1,0,18,0,0,6,6,6,13.5,0,0,6,9,5,13.2,0,8.9,1.4,3.51,-0.3000000000000007,1.0,0.8333333333333334,-0.16666666666666663,11,13.35,0,0.3000000000000007,28.5,1,2376.0,1760.4
1,15,1,9119,1,1,133.1,41,2,2,100.0,0,0,1,1,1,0,24,1,2,8,8,7,13.142857142857142,0,1,6,8,6,11.833333333333334,0,8.9,1.4,3.51,-1.3095238095238084,0.875,1.0,0.125,13,12.488095238095237,0,1.3095238095238084,2.0,0,3194.3999999999996,1314.2857142857142
1,1,4,9500,1,1,140.0,1,1,9,127.0,1,0,0,1,0,0,19,0,0,8,8,7,13.44285714285714,0,0,8,8,7,13.44285714285714,0,12.7,3.7,-1.7,0.0,0.875,0.875,0.0,14,13.44285714285714,0,0.0,10.0,1,2660.0,1707.2428571428568
1,1,1,9238,1,1,108.0,1,19,9,110.5,1,0,0,1,0,1,22,0,0,6,6,6,12.166666666666666,0,0,6,6,6,12.5,0,12.4,0.5,1.79,0.3333333333333339,1.0,1.0,0.0,12,12.333333333333332,0,0.3333333333333339,28.5,2,2376.0,1344.4166666666665
1,1,3,9500,1,1,113.0,1,3,134,107.8,1,0,0,1,0,1,20,0,0,7,10,5,14.46,0,0,7,8,6,13.55,0,12.4,0.5,1.79,-0.9100000000000001,0.7142857142857143,0.8571428571428571,0.1428571428571428,11,14.005,0,0.9100000000000001,2.0,2,2260.0,1558.788
1,17,1,9238,1,1,127.0,1,38,9,122.8,0,0,0,1,0,1,19,0,0,6,8,6,14.0,0,0,6,7,6,14.571428571428571,0,16.2,0.3,-0.92,0.5714285714285712,1.0,1.0,0.0,12,14.285714285714285,0,0.5714285714285712,38.0,2,2413.0,1719.2
1,1,1,9238,1,1,133.1,1,1,4,110.0,0,0,1,1,0,0,23,0,0,6,8,6,12.625,0,0,6,6,6,14.166666666666666,0,12.7,3.7,-1.7,1.541666666666666,1.0,1.0,0.0,12,13.395833333333332,0,1.541666666666666,1.0,0,3061.2999999999997,1388.75
1,53,1,9070,1,42,130.0,1,40,3,130.0,1,0,0,0,0,1,22,0,0,6,8,6,11.0,0,0,6,10,4,12.0,0,8.9,1.4,3.51,1.0,1.0,0.6666666666666666,-0.33333333333333337,10,11.5,0,1.0,29.5,1,2860.0,1430.0
1,39,1,9003,1,1,135.0,1,38,9,138.1,0,0,1,0,0,0,28,0,0,6,6,0,0.0,0,0,6,7,0,0.0,0,8.9,1.4,3.51,0.0,0.0,0.0,0.0,0,0.0,0,0.0,38.0,-1,3780.0,0.0
1,1,2,9070,1,1,164.0,1,38,9,165.8,1,0,0,1,0,0,18,0,0,6,7,6,14.166666666666666,0,0,6,7,6,14.857142857142858,0,9.4,-0.8,-3.12,0.6904761904761916,1.0,1.0,0.0,12,14.511904761904763,0,0.6904761904761916,38.0,1,2952.0,2348.8333333333335
1,1,6,9500,1,1,145.0,1,38,5,127.5,1,0,0,1,0,1,19,0,0,7,7,6,13.416666666666666,0,0,7,7,6,13.416666666666666,0,7.6,2.6,0.32,0.0,0.8571428571428571,0.8571428571428571,0.0,12,13.416666666666666,0,0.0,37.5,2,2755.0,1710.625
1,18,2,9147,1,1,102.0,1,37,191,101.7,1,0,0,1,0,1,20,0,0,5,6,5,11.8,0,0,5,6,5,11.6,0,8.9,1.4,3.51,-0.20000000000000107,1.0,1.0,0.0,10,11.7,0,0.20000000000000107,37.5,2,2040.0,1200.0600000000002
1,1,5,9254,1,1,120.0,1,3,3,114.8,1,0,0,0,1,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,0.0,0.0,0.0,0.0,0,0.0,0,0.0,11.0,0,2280.0,0.0
1,17,1,9853,1,1,141.0,1,19,9,142.8,0,0,0,1,0,1,19,0,0,7,7,7,14.428571428571429,0,0,7,7,7,14.142857142857142,0,16.2,0.3,-0.92,-0.2857142857142865,1.0,1.0,0.0,14,14.285714285714285,0,0.2857142857142865,19.0,2,2679.0,2060.4
1,43,2,9254,1,1,140.0,1,19,9,126.0,1,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,0.0,0.0,0.0,0.0,0,0.0,0,0.0,19.0,1,2660.0,0.0
1,7,1,9070,1,3,120.0,1,4,2,120.0,0,0,0,1,1,0,28,0,0,6,9,2,12.0,0,0,6,10,3,12.666666666666666,0,12.7,3.7,-1.7,0.6666666666666661,0.3333333333333333,0.5,0.16666666666666669,5,12.333333333333332,0,0.6666666666666661,4.0,1,3360.0,1440.0
1,17,1,9853,1,1,160.0,1,1,4,144.3,1,0,0,1,0,0,18,0,0,6,10,4,13.0,0,0,6,9,5,13.666666666666666,0,9.4,-0.8,-3.12,0.6666666666666661,0.6666666666666666,0.8333333333333334,0.16666666666666674,9,13.333333333333332,0,0.6666666666666661,19.5,1,2880.0,1875.9
2,18,2,8014,0,1,140.0,1,37,9,120.4,0,0,1,0,0,0,39,0,0,5,5,0,0.0,0,0,4,4,0,0.0,0,9.4,-0.8,-3.12,0.0,0.0,0.0,0.0,0,0.0,0,0.0,37.0,-1,5460.0,0.0
1,17,1,9254,1,1,127.0,1,3,4,116.9,0,0,0,1,1,0,21,0,0,6,7,5,11.0,0,0,6,7,5,12.4,0,15.5,2.8,-4.06,1.4000000000000004,0.8333333333333334,0.8333333333333334,0.0,10,11.7,0,1.4000000000000004,11.0,1,2667.0,1285.9
1,1,1,9147,1,1,140.0,1,19,9,124.3,1,0,0,1,0,1,18,0,0,5,8,4,10.75,0,0,5,5,5,13.0,0,12.4,0.5,1.79,2.25,0.8,1.0,0.19999999999999996,9,11.875,0,2.25,19.0,2,2520.0,1336.225
1,17,2,9853,1,1,114.0,1,1,9,111.9,1,0,0,1,1,1,20,0,0,6,6,6,12.0,0,0,6,7,6,12.5,0,7.6,2.6,0.32,0.5,1.0,1.0,0.0,12,12.25,0,0.5,10.0,2,2280.0,1342.8000000000002
1,17,3,9147,1,1,135.0,1,37,6,121.0,1,0,0,1,1,1,18,0,0,5,8,5,12.75,0,0,5,7,5,11.5,0,13.9,-0.3,0.79,-1.25,1.0,1.0,0.0,10,12.125,0,1.25,37.0,2,2430.0,1542.75
1,39,1,9773,1,19,133.1,1,19,7,115.0,1,0,1,0,1,0,25,0,0,6,10,4,13.0,0,0,6,9,4,13.75,0,12.7,3.7,-1.7,0.75,0.6666666666666666,0.6666666666666666,0.0,8,13.375,0,0.75,10.0,-1,3327.5,1495.0
1,1,5,9238,1,1,126.0,1,30,0,121.5,1,0,0,1,0,0,18,0,0,6,8,6,11.333333333333334,0,0,6,6,6,11.666666666666666,0,7.6,2.6,0.32,0.33333333333333215,1.0,1.0,0.0,12,11.5,0,0.33333333333333215,24.5,1,2268.0,1377.0
1,39,9,9991,0,1,120.0,1,38,9,144.8,0,0,0,1,1,0,28,0,0,5,7,4,12.75,0,0,5,7,5,14.333333333333334,0,10.8,1.4,1.74,1.583333333333334,0.8,1.0,0.19999999999999996,9,13.541666666666668,0,1.583333333333334,38.0,1,3360.0,1846.2
1,1,4,9254,1,1,131.0,1,38,9,124.0,1,0,0,1,0,1,18,0,0,6,7,6,11.333333333333334,0,0,6,9,6,10.833333333333334,0,9.4,-0.8,-3.12,-0.5,1.0,1.0,0.0,12,11.083333333333334,0,0.5,37.0,2,2358.0,1405.3333333333335
1,1,1,9147,1,1,121.0,1,19,3,112.6,1,0,0,1,0,1,20,0,0,5,7,5,14.2,0,0,5,7,5,13.285714285714286,0,11.1,0.6,2.02,-0.9142857142857128,1.0,1.0,0.0,10,13.742857142857144,0,0.9142857142857128,19.0,2,2420.0,1598.9199999999998
1,1,1,9238,1,1,108.0,1,1,5,105.9,0,0,0,1,0,1,20,0,0,6,11,5,10.6,0,0,6,9,5,11.166666666666666,0,11.1,0.6,2.02,0.5666666666666664,0.8333333333333334,0.8333333333333334,0.0,10,10.883333333333333,0,0.5666666666666664,19.5,2,2160.0,1122.54
1,17,2,9085,1,1,123.0,1,3,2,118.9,0,0,0,1,1,0,18,0,0,5,5,3,14.0,0,0,5,7,3,12.666666666666666,0,7.6,2.6,0.32,-1.333333333333334,0.6,0.6,0.0,6,13.333333333333332,0,1.333333333333334,11.0,1,2214.0,1664.6000000000001
1,39,1,9130,1,19,133.1,1,37,9,156.4,1,0,1,1,1,0,44,0,0,6,9,5,11.571428571428571,0,0,6,11,0,0.0,0,13.9,-0.3,0.79,-11.571428571428571,0.8333333333333334,0.0,-0.8333333333333334,5,5.785714285714286,0,11.571428571428571,37.0,0,5856.4,1809.7714285714285
1,1,1,9500,1,1,150.0,1,1,5,155.6,0,0,0,1,0,0,19,0,0,7,7,7,14.3,0,0,8,9,8,14.055555555555555,0,16.2,0.3,-0.92,-0.24444444444444535,1.0,1.0,0.0,15,14.177777777777777,0,0.24444444444444535,1.0,1,2850.0,2225.08
1,1,3,9670,1,1,106.0,1,3,2,105.7,1,0,0,1,1,0,19,0,0,6,6,6,13.333333333333334,0,0,6,9,5,13.8,0,8.9,1.4,3.51,0.4666666666666668,1.0,0.8333333333333334,-0.16666666666666663,11,13.566666666666666,0,0.4666666666666668,2.0,1,2014.0,1409.3333333333335
1,1,1,9500,1,1,126.0,1,19,3,123.9,0,0,0,1,0,0,19,0,0,7,8,6,13.296666666666669,0,0,8,9,7,14.114285714285714,0,11.1,0.6,2.02,0.8176190476190452,0.8571428571428571,0.875,0.017857142857142905,13,13.70547619047619,0,0.8176190476190452,19.0,1,2394.0,1647.4570000000003
1,44,1,9003,1,39,160.0,1,1,4,160.0,1,0,0,1,1,1,20,0,0,6,9,6,13.444444444444445,0,0,6,9,5,12.6,0,13.9,-0.3,0.79,-0.844444444444445,1.0,0.8333333333333334,-0.16666666666666663,11,13.022222222222222,0,0.844444444444445,19.5,2,3200.0,2151.1111111111113
1,1,1,9070,1,1,123.0,1,38,9,124.8,0,0,0,0,0,1,18,0,0,6,7,5,11.8,0,0,6,7,5,13.0,0,8.9,1.4,3.51,1.1999999999999993,0.8333333333333334,0.8333333333333334,0.0,10,12.4,0,1.1999999999999993,38.0,1,2214.0,1472.64
1,1,1,9130,1,1,132.0,1,1,3,143.9,1,0,0,1,1,0,20,0,0,5,14,2,11.0,3,0,5,9,3,12.666666666666666,0,9.4,-0.8,-3.12,1.666666666666666,0.4,0.6,0.19999999999999996,5,11.833333333333332,3,1.666666666666666,1.0,1,2640.0,1582.9
1,17,2,9085,1,1,123.0,1,1,4,113.6,1,0,0,1,0,0,19,0,0,5,13,3,12.0,2,0,5,8,4,11.75,0,9.4,-0.8,-3.12,-0.25,0.6,0.8,0.20000000000000007,7,11.875,2,0.25,10.0,1,2337.0,1363.1999999999998
1,1,5,9773,1,1,135.0,1,37,5,124.9,1,0,0,1,0,0,18,0,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,-0.33333333333333215,1.0,1.0,0.0,12,13.5,0,0.33333333333333215,19.0,1,2430.0,1706.9666666666667
1,17,2,9254,1,1,129.0,1,12,9,122.0,1,0,0,1,0,0,18,0,0,6,15,2,10.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,-10.0,0.3333333333333333,0.0,-0.3333333333333333,2,5.0,0,10.0,24.5,1,2322.0,1220.0
1,39,1,9119,1,1,133.1,1,37,9,101.6,0,0,0,1,1,1,30,0,0,5,11,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,0.0,0.0,0.0,0.0,0,0.0,0,0.0,37.0,2,3993.0,0.0
1,39,1,9991,0,1,150.0,1,3,2,135.8,0,0,1,1,1,0,29,0,1,5,9,3,11.0,0,0,5,11,2,13.5,0,12.7,3.7,-1.7,2.5,0.6,0.4,-0.19999999999999996,5,12.25,0,2.5,4.0,0,4350.0,1493.8000000000002
2,39,1,9556,1,1,160.0,1,37,9,120.0,0,0,0,1,0,0,31,0,0,7,21,5,10.9,3,0,8,21,3,11.7,1,12.7,3.7,-1.7,0.7999999999999989,0.7142857142857143,0.375,-0.3392857142857143,8,11.3,4,0.7999999999999989,37.0,1,4960.0,1308.0
1,1,5,9500,1,1,127.0,1,19,7,120.3,1,0,0,1,0,1,18,0,0,8,8,7,12.694285714285714,0,0,8,8,7,12.694285714285714,0,10.8,1.4,1.74,0.0,0.875,0.875,0.0,14,12.694285714285714,0,0.0,19.0,2,2286.0,1527.1225714285713
1,1,1,9500,1,1,137.0,1,37,7,130.8,1,0,0,1,0,1,18,0,0,7,7,6,12.666666666666666,0,0,7,7,6,12.666666666666666,0,7.6,2.6,0.32,0.0,0.8571428571428571,0.8571428571428571,0.0,12,12.666666666666666,0,0.0,37.0,2,2466.0,1656.8
1,1,1,9670,1,1,125.0,1,37,5,124.0,0,0,0,1,0,0,19,0,0,6,7,6,14.857142857142858,0,0,6,6,6,13.333333333333334,0,12.4,0.5,1.79,-1.5238095238095237,1.0,1.0,0.0,12,14.095238095238095,0,1.5238095238095237,37.0,1,2375.0,1842.2857142857144
1,18,1,9085,1,1,153.0,1,37,9,138.0,1,0,0,1,0,1,21,0,0,6,7,6,13.5,0,0,6,6,3,15.333333333333334,0,8.9,1.4,3.51,1.833333333333334,1.0,0.5,-0.5,9,14.416666666666668,0,1.833333333333334,37.0,2,3213.0,1863.0
1,1,3,9254,1,1,121.0,1,19,4,116.8,1,0,0,1,0,0,21,0,0,6,8,6,11.333333333333334,0,0,6,8,4,12.25,0,11.1,0.6,2.02,0.9166666666666661,1.0,0.6666666666666666,-0.33333333333333337,10,11.791666666666668,0,0.9166666666666661,28.0,1,2541.0,1323.7333333333333
4,39,1,9130,1,19,133.1,1,37,9,100.9,0,0,0,1,1,0,48,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,0.0,0.0,0.0,0.0,0,0.0,0,0.0,37.5,1,6388.799999999999,0.0
1,39,1,9119,1,1,130.0,1,19,9,149.0,1,0,0,1,1,0,33,0,0,5,10,4,12.0,0,0,5,8,3,13.666666666666666,1,7.6,2.6,0.32,1.666666666666666,0.8,0.6,-0.20000000000000007,7,12.833333333333332,1,1.666666666666666,28.0,1,4290.0,1788.0
1,17,4,9500,1,1,146.0,1,4,2,140.0,1,0,0,1,0,0,18,0,0,8,8,7,14.828571428571427,0,0,8,8,7,14.828571428571427,0,12.7,3.7,-1.7,0.0,0.875,0.875,0.0,14,14.828571428571427,0,0.0,2.5,1,2628.0,2076.0
1,1,5,9500,1,1,151.0,1,1,9,127.8,0,0,0,1,0,1,18,0,0,8,8,7,13.671428571428573,0,0,8,8,7,13.671428571428573,0,12.7,3.7,-1.7,0.0,0.875,0.875,0.0,14,13.671428571428573,0,0.0,1.0,2,2718.0,1747.2085714285715
1,1,1,9853,1,1,133.1,1,19,9,132.0,1,0,0,1,0,0,21,0,0,6,8,5,12.0,0,0,6,9,5,10.8,0,12.7,3.7,-1.7,-1.1999999999999993,0.8333333333333334,0.8333333333333334,0.0,10,11.4,0,1.1999999999999993,19.0,1,2795.1,1584.0
1,1,2,9773,1,1,130.0,1,19,3,126.5,1,0,0,1,0,0,18,0,0,6,8,4,12.5,0,0,6,6,5,12.6,0,12.7,3.7,-1.7,0.09999999999999964,0.6666666666666666,0.8333333333333334,0.16666666666666674,9,12.55,0,0.09999999999999964,28.5,1,2340.0,1581.25
1,1,1,9500,1,1,152.0,1,19,3,156.9,0,0,0,1,0,1,18,0,0,7,10,7,14.668,0,0,8,8,8,14.63375,0,15.5,2.8,-4.06,-0.034250000000000114,1.0,1.0,0.0,15,14.650875,0,0.034250000000000114,28.0,2,2736.0,2301.4092
1,39,1,9003,1,1,130.0,1,19,9,140.0,0,0,0,1,0,0,26,0,6,12,13,6,13.0,0,4,12,14,11,13.833333333333334,0,15.5,2.8,-4.06,0.8333333333333339,0.5,0.9166666666666666,0.41666666666666663,17,13.416666666666668,0,0.8333333333333339,19.0,1,3380.0,1820.0
1,1,1,9500,1,1,165.0,1,19,5,142.3,0,0,0,1,0,1,18,0,0,8,8,7,14.428571428571429,0,0,8,8,7,14.428571428571429,0,12.7,3.7,-1.7,0.0,0.875,0.875,0.0,14,14.428571428571429,0,0.0,28.0,2,2970.0,2053.1857142857143
1,1,1,9085,1,1,130.0,1,37,9,126.5,1,0,0,1,0,1,18,0,0,6,13,6,16.46153846153846,0,0,6,8,6,13.875,0,15.5,2.8,-4.06,-2.58653846153846,1.0,1.0,0.0,12,15.16826923076923,0,2.58653846153846,37.0,2,2340.0,2082.3846153846152
1,17,1,9238,1,1,140.0,1,1,4,124.6,1,0,1,0,1,0,20,0,3,9,9,3,13.333333333333334,0,2,6,6,2,12.5,0,8.9,1.4,3.51,-0.8333333333333339,0.3333333333333333,0.3333333333333333,0.0,5,12.916666666666668,0,0.8333333333333339,22.5,-1,2800.0,1661.3333333333333
1,1,2,9773,1,1,133.0,1,19,5,133.7,1,0,0,1,0,0,19,0,0,6,11,1,13.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,-13.0,0.16666666666666666,0.0,-0.16666666666666666,1,6.5,0,13.0,28.5,1,2527.0,1738.1
1,39,1,9130,1,1,150.0,1,19,9,160.0,1,0,0,1,1,0,24,0,0,5,13,4,13.75,1,0,5,9,3,12.0,0,9.4,-0.8,-3.12,-1.75,0.8,0.6,-0.20000000000000007,7,12.875,1,1.75,19.0,1,3600.0,2200.0
2,43,1,9003,1,1,133.1,1,37,9,136.0,0,0,0,1,1,0,41,0,18,19,19,19,12.68421052631579,0,12,13,13,13,12.384615384615383,0,15.5,2.8,-4.06,-0.29959514170040613,1.0,1.0,0.0,32,12.534412955465587,0,0.29959514170040613,37.0,1,5457.099999999999,1725.0526315789473
